# Aspire.Dashboard.dll

Name: Aspire.Dashboard | Version: 13.4.0-dev | TFM: .NETCoreApp,Version=v8.0 | Arch: AnyCPU | Size: 3.7 MB | Source: File | Modified: 2026-06-27

## Performance Triage

| Member | Root Reach | Shape | Evidence | Fix | Confidence | Loop | IL |
| `Aspire.Dashboard.Components.AspireMenuButton.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | allocation-hotspot | 10 heap allocations (newobj/newarr/box) | Many allocations in one method are often reducible: pool or cache reused objects, use spans/stackalloc for transient buffers, and avoid intermediate collections on hot paths. | medium |  |  |
| `Aspire.Dashboard.Components.AspireMenuButton.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box bool | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0030` |
| `Aspire.Dashboard.Components.AspireMenuButton.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;Microsoft.AspNetCore.Components.Web.MouseEventArgs&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_00D8` |
| `Aspire.Dashboard.Components.AspireMenuButton.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box bool | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_00F4` |
| `Aspire.Dashboard.Components.AspireMenuButton.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box bool | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_019E` |
| `Aspire.Dashboard.Components.AspireMenuButton.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;bool&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_01D8` |
| `Aspire.Dashboard.Components.AssistantChat.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;Microsoft.AspNetCore.Components.Web.MouseEventArgs&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0A6C` |
| `Aspire.Dashboard.Components.AssistantChat.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;Microsoft.AspNetCore.Components.Forms.EditContext&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0BA9` |
| `Aspire.Dashboard.Components.ChartContainer.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;Microsoft.FluentUI.AspNetCore.Components.FluentTab&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_02F8` |
| `Aspire.Dashboard.Components.ChartFilters.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box bool | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_021A` |
| `Aspire.Dashboard.Components.ChartFilters.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;bool&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_025F` |
| `Aspire.Dashboard.Components.Controls.AspireLogo.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box int | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0019` |
| `Aspire.Dashboard.Components.Controls.AspireLogo.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box int | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0030` |
| `Aspire.Dashboard.Components.Controls.DetailView.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;Microsoft.AspNetCore.Components.Web.MouseEventArgs&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_015A` |
| `Aspire.Dashboard.Components.Controls.DetailView.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;Microsoft.AspNetCore.Components.Web.MouseEventArgs&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0263` |
| `Aspire.Dashboard.Components.Controls.ExplainErrorsButton.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;Microsoft.AspNetCore.Components.Web.MouseEventArgs&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0098` |
| `Aspire.Dashboard.Components.Controls.FluentIconSwitch.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box bool | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_003A` |
| `Aspire.Dashboard.Components.Controls.FluentIconSwitch.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;Microsoft.AspNetCore.Components.Web.MouseEventArgs&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_00D2` |
| `Aspire.Dashboard.Components.Controls.GridValue.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | allocation-hotspot | 8 heap allocations (newobj/newarr/box) | Many allocations in one method are often reducible: pool or cache reused objects, use spans/stackalloc for transient buffers, and avoid intermediate collections on hot paths. | medium |  |  |
| `Aspire.Dashboard.Components.Controls.GridValue.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box bool | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_02DF` |
| `Aspire.Dashboard.Components.Controls.GridValue.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;Microsoft.AspNetCore.Components.Web.MouseEventArgs&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_030D` |
| `Aspire.Dashboard.Components.Controls.GridValue.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;Microsoft.AspNetCore.Components.Web.MouseEventArgs&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_043F` |
| `Aspire.Dashboard.Components.Controls.LogLevelSelect.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | allocation-hotspot | 8 heap allocations (newobj/newarr/box) | Many allocations in one method are often reducible: pool or cache reused objects, use spans/stackalloc for transient buffers, and avoid intermediate collections on hot paths. | medium |  |  |
| `Aspire.Dashboard.Components.Controls.LogLevelSelect.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;Aspire.Dashboard.Model.SelectViewModel&lt;System.Nullable&lt;Microsoft.Extensions.Logging.LogLevel&gt;&gt;&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_01F3` |
| `Aspire.Dashboard.Components.Controls.LogLevelSelect.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;Aspire.Dashboard.Model.SelectViewModel&lt;System.Nullable&lt;Microsoft.Extensions.Logging.LogLevel&gt;&gt;&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_03A5` |
| `Aspire.Dashboard.Components.Controls.MetricTable.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | allocation-hotspot | 11 heap allocations (newobj/newarr/box) | Many allocations in one method are often reducible: pool or cache reused objects, use spans/stackalloc for transient buffers, and avoid intermediate collections on hot paths. | medium |  |  |
| `Aspire.Dashboard.Components.Controls.MetricTable.GetIconAndTitleForDirection(System.Nullable<Aspire.Dashboard.Components.Controls.MetricTable.ValueDirectionChange>)` | 1 | allocation-hotspot | 9 heap allocations (newobj/newarr/box) | Many allocations in one method are often reducible: pool or cache reused objects, use spans/stackalloc for transient buffers, and avoid intermediate collections on hot paths. | medium |  |  |
| `Aspire.Dashboard.Components.Controls.PauseIncomingDataSwitch.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;Microsoft.AspNetCore.Components.Web.MouseEventArgs&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0086` |
| `Aspire.Dashboard.Components.Controls.PropertyGrid..cctor()` | 1 | small-array | newarr with small constant length (1) | If the array does not escape, a span or stackalloc may avoid the allocation. | medium |  | `IL_004F` |
| `Aspire.Dashboard.Components.Controls.PropertyGrid..cctor()` | 1 | small-array | newarr with small constant length (1) | If the array does not escape, a span or stackalloc may avoid the allocation. | medium |  | `IL_00DA` |
| `Aspire.Dashboard.Components.Controls.PropertyValues.ResourceNameButtonValue.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;Microsoft.AspNetCore.Components.Web.MouseEventArgs&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0035` |
| `Aspire.Dashboard.Components.Controls.PropertyValues.SpanIdButtonValue.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;Microsoft.AspNetCore.Components.Web.MouseEventArgs&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_002A` |
| `Aspire.Dashboard.Components.Controls.PropertyValues.TraceIdButtonValue.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;Microsoft.AspNetCore.Components.Web.MouseEventArgs&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_002A` |
| `Aspire.Dashboard.Components.Controls.ResourceDetails..ctor()` | 1 | small-array | newarr with small constant length (1) | If the array does not escape, a span or stackalloc may avoid the allocation. | medium |  | `IL_0088` |
| `Aspire.Dashboard.Components.Controls.ResourceDetails.GetHealthStatusTooltip(Aspire.Dashboard.Model.HealthReportViewModel)` | 1 | small-array | newarr with small constant length (2) | If the array does not escape, a span or stackalloc may avoid the allocation. | medium |  | `IL_0071` |
| `Aspire.Dashboard.Components.Controls.ResourceDetails.GetHealthStatusWithTime(Aspire.Dashboard.Model.HealthReportViewModel)` | 1 | small-array | newarr with small constant length (1) | If the array does not escape, a span or stackalloc may avoid the allocation. | medium |  | `IL_009A` |
| `Aspire.Dashboard.Components.Controls.ResourceDetails.GetHealthStatusWithTime(Aspire.Dashboard.Model.HealthReportViewModel)` | 1 | small-array | newarr with small constant length (2) | If the array does not escape, a span or stackalloc may avoid the allocation. | medium |  | `IL_00C9` |
| `Aspire.Dashboard.Components.Controls.ResourceDetails.UpdateResourceActionsMenu()` | 1 | allocation-hotspot | 9 heap allocations (newobj/newarr/box) | Many allocations in one method are often reducible: pool or cache reused objects, use spans/stackalloc for transient buffers, and avoid intermediate collections on hot paths. | medium |  |  |
| `Aspire.Dashboard.Components.Controls.SignalsActionsDisplay.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box bool | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0029` |
| `Aspire.Dashboard.Components.Controls.SignalsActionsDisplay.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;bool&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0050` |
| `Aspire.Dashboard.Components.Controls.SpanDetails.OnParametersSet()` | 1 | allocation-hotspot | 14 heap allocations (newobj/newarr/box) | Many allocations in one method are often reducible: pool or cache reused objects, use spans/stackalloc for transient buffers, and avoid intermediate collections on hot paths. | medium |  |  |
| `Aspire.Dashboard.Components.Controls.SpanTypeSelect.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | allocation-hotspot | 8 heap allocations (newobj/newarr/box) | Many allocations in one method are often reducible: pool or cache reused objects, use spans/stackalloc for transient buffers, and avoid intermediate collections on hot paths. | medium |  |  |
| `Aspire.Dashboard.Components.Controls.SpanTypeSelect.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;Aspire.Dashboard.Model.SelectViewModel&lt;Aspire.Dashboard.Model.SpanType&gt;&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_01F3` |
| `Aspire.Dashboard.Components.Controls.SpanTypeSelect.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;Aspire.Dashboard.Model.SelectViewModel&lt;Aspire.Dashboard.Model.SpanType&gt;&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_03A5` |
| `Aspire.Dashboard.Components.Controls.StructuredLogDetails.OnParametersSet()` | 1 | allocation-hotspot | 17 heap allocations (newobj/newarr/box) | Many allocations in one method are often reducible: pool or cache reused objects, use spans/stackalloc for transient buffers, and avoid intermediate collections on hot paths. | medium |  |  |
| `Aspire.Dashboard.Components.Controls.SummaryDetailsView.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box bool | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0071` |
| `Aspire.Dashboard.Components.Controls.SummaryDetailsView.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;Microsoft.FluentUI.AspNetCore.Components.SplitterResizedEventArgs&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_009E` |
| `Aspire.Dashboard.Components.Controls.SummaryDetailsView.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box int | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0114` |
| `Aspire.Dashboard.Components.Controls.TreeGenAISelector.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;Microsoft.FluentUI.AspNetCore.Components.FluentTreeItem&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0078` |
| `Aspire.Dashboard.Components.Controls.TreeMetricSelector.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;Microsoft.FluentUI.AspNetCore.Components.FluentTreeItem&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_00E3` |
| `Aspire.Dashboard.Components.Dialogs.AssistantModalDialog.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box bool | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0098` |
| `Aspire.Dashboard.Components.Dialogs.AssistantModalDialog.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box bool | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0111` |
| `Aspire.Dashboard.Components.Dialogs.AssistantSidebarDialog.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | allocation-hotspot | 13 heap allocations (newobj/newarr/box) | Many allocations in one method are often reducible: pool or cache reused objects, use spans/stackalloc for transient buffers, and avoid intermediate collections on hot paths. | medium |  |  |
| `Aspire.Dashboard.Components.Dialogs.AssistantSidebarDialog.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;Microsoft.AspNetCore.Components.Web.MouseEventArgs&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0242` |
| `Aspire.Dashboard.Components.Dialogs.AssistantSidebarDialog.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;Microsoft.AspNetCore.Components.Web.MouseEventArgs&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0318` |
| `Aspire.Dashboard.Components.Dialogs.AssistantSidebarDialog.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;Microsoft.AspNetCore.Components.Web.MouseEventArgs&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_03E1` |
| `Aspire.Dashboard.Components.Dialogs.FilterDialog.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;Microsoft.AspNetCore.Components.Forms.EditContext&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0041` |
| `Aspire.Dashboard.Components.Dialogs.FilterDialog.OnParametersSet()` | 1 | allocation-hotspot | 8 heap allocations (newobj/newarr/box) | Many allocations in one method are often reducible: pool or cache reused objects, use spans/stackalloc for transient buffers, and avoid intermediate collections on hot paths. | medium |  |  |
| `Aspire.Dashboard.Components.Dialogs.GenAIVisualizerDialog.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box bool | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_00A1` |
| `Aspire.Dashboard.Components.Dialogs.HelpDialog.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box int | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_00E4` |
| `Aspire.Dashboard.Components.Dialogs.HelpDialog.GetShortcutsByCategory()` | 1 | allocation-hotspot | 31 heap allocations (newobj/newarr/box) | Many allocations in one method are often reducible: pool or cache reused objects, use spans/stackalloc for transient buffers, and avoid intermediate collections on hot paths. | medium |  |  |
| `Aspire.Dashboard.Components.Dialogs.HelpDialog.GetShortcutsByCategory()` | 1 | small-array | newarr with small constant length (1) | If the array does not escape, a span or stackalloc may avoid the allocation. | medium |  | `IL_0058` |
| `Aspire.Dashboard.Components.Dialogs.HelpDialog.GetShortcutsByCategory()` | 1 | small-array | newarr with small constant length (1) | If the array does not escape, a span or stackalloc may avoid the allocation. | medium |  | `IL_0089` |
| `Aspire.Dashboard.Components.Dialogs.HelpDialog.GetShortcutsByCategory()` | 1 | small-array | newarr with small constant length (2) | If the array does not escape, a span or stackalloc may avoid the allocation. | medium |  | `IL_00BA` |
| `Aspire.Dashboard.Components.Dialogs.HelpDialog.GetShortcutsByCategory()` | 1 | small-array | newarr with small constant length (2) | If the array does not escape, a span or stackalloc may avoid the allocation. | medium |  | `IL_00F3` |
| `Aspire.Dashboard.Components.Dialogs.HelpDialog.GetShortcutsByCategory()` | 1 | small-array | newarr with small constant length (2) | If the array does not escape, a span or stackalloc may avoid the allocation. | medium |  | `IL_012C` |
| `Aspire.Dashboard.Components.Dialogs.HelpDialog.GetShortcutsByCategory()` | 1 | small-array | newarr with small constant length (1) | If the array does not escape, a span or stackalloc may avoid the allocation. | medium |  | `IL_01A5` |
| `Aspire.Dashboard.Components.Dialogs.HelpDialog.GetShortcutsByCategory()` | 1 | small-array | newarr with small constant length (1) | If the array does not escape, a span or stackalloc may avoid the allocation. | medium |  | `IL_01D6` |
| `Aspire.Dashboard.Components.Dialogs.HelpDialog.GetShortcutsByCategory()` | 1 | small-array | newarr with small constant length (1) | If the array does not escape, a span or stackalloc may avoid the allocation. | medium |  | `IL_0207` |
| `Aspire.Dashboard.Components.Dialogs.HelpDialog.GetShortcutsByCategory()` | 1 | small-array | newarr with small constant length (1) | If the array does not escape, a span or stackalloc may avoid the allocation. | medium |  | `IL_0238` |
| `Aspire.Dashboard.Components.Dialogs.HelpDialog.GetShortcutsByCategory()` | 1 | small-array | newarr with small constant length (1) | If the array does not escape, a span or stackalloc may avoid the allocation. | medium |  | `IL_0269` |
| `Aspire.Dashboard.Components.Dialogs.HelpDialog.GetShortcutsByCategory()` | 1 | small-array | newarr with small constant length (1) | If the array does not escape, a span or stackalloc may avoid the allocation. | medium |  | `IL_02DA` |
| `Aspire.Dashboard.Components.Dialogs.HelpDialog.GetShortcutsByCategory()` | 1 | small-array | newarr with small constant length (2) | If the array does not escape, a span or stackalloc may avoid the allocation. | medium |  | `IL_030B` |
| `Aspire.Dashboard.Components.Dialogs.ManageDataDialog..ctor()` | 1 | allocation-hotspot | 8 heap allocations (newobj/newarr/box) | Many allocations in one method are often reducible: pool or cache reused objects, use spans/stackalloc for transient buffers, and avoid intermediate collections on hot paths. | medium |  |  |
| `Aspire.Dashboard.Components.Dialogs.ManageDataDialog.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | allocation-hotspot | 32 heap allocations (newobj/newarr/box) | Many allocations in one method are often reducible: pool or cache reused objects, use spans/stackalloc for transient buffers, and avoid intermediate collections on hot paths. | medium |  |  |
| `Aspire.Dashboard.Components.Dialogs.ManageDataDialog.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box float | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0058` |
| `Aspire.Dashboard.Components.Dialogs.ManageDataDialog.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box bool | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_006F` |
| `Aspire.Dashboard.Components.Dialogs.ManageDataDialog.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;Microsoft.FluentUI.AspNetCore.Components.FluentDataGridRow&lt;Aspire.Dashboard.Model.ManageData.ManageDataGridItem&gt;&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_00CA` |
| `Aspire.Dashboard.Components.Dialogs.ManageDataDialog.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box bool | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_00E2` |
| `Aspire.Dashboard.Components.Dialogs.ManageDataDialog.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;Microsoft.AspNetCore.Components.Web.MouseEventArgs&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0212` |
| `Aspire.Dashboard.Components.Dialogs.ManageDataDialog.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box bool | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_022F` |
| `Aspire.Dashboard.Components.Dialogs.ManageDataDialog.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box bool | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_024C` |
| `Aspire.Dashboard.Components.Dialogs.ManageDataDialog.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box Microsoft.AspNetCore.Components.EventCallback&lt;Microsoft.AspNetCore.Components.Web.MouseEventArgs&gt; | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0309` |
| `Aspire.Dashboard.Components.Dialogs.ManageDataDialog.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box bool | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0329` |
| `Aspire.Dashboard.Components.Dialogs.ManageDataDialog.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box bool | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0349` |
| `Aspire.Dashboard.Components.Dialogs.ManageDataDialog.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box bool | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0426` |
| `Aspire.Dashboard.Components.Dialogs.ManageDataDialog.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | box-value-type | box bool | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0456` |
